State,County,Region,Race Group,Life Expectancy
Georgia,Emanuel,South,White,70.5
Georgia,Evans,South,White,71.6
Georgia,Fayette,South,White,79.9
Georgia,Floyd,South,White,72.5
Georgia,Forsyth,South,White,80.1
Georgia,Franklin,South,White,71.9
Georgia,Fulton,South,White,81.3
Georgia,Glynn,South,White,75.1
Georgia,Gordon,South,White,72.0
Georgia,Grady,South,White,75.2
Georgia,Greene,South,White,78.4
Georgia,Gwinnett,South,White,78.2
Georgia,Habersham,South,White,73.9
Georgia,Hall,South,White,76.7
Georgia,Hancock,South,White,73.0
Georgia,Harris,South,White,78.9
Georgia,Hart,South,White,74.5
Georgia,Henry,South,White,74.2
Georgia,Houston,South,White,75.1
Georgia,Irwin,South,White,72.5
Georgia,Jackson,South,White,74.4
Georgia,Jasper,South,White,73.8
Georgia,Jeff Davis,South,White,70.1
Georgia,Jefferson,South,White,70.4
Georgia,Jenkins,South,White,71.0
Georgia,Johnson,South,White,72.0
Georgia,Jones,South,White,74.7
Georgia,Lamar,South,White,71.3
Georgia,Lanier,South,White,74.2
Georgia,Laurens,South,White,71.7
Georgia,Lee,South,White,74.5
Georgia,Liberty,South,White,71.2
Georgia,Lincoln,South,White,75.7
Georgia,Long,South,White,75.5
Georgia,Lowndes,South,White,74.8
Georgia,Lumpkin,South,White,74.7
Georgia,McDuffie,South,White,72.5
Georgia,McIntosh,South,White,74.2
Georgia,Macon,South,White,73.2
Georgia,Madison,South,White,73.8
Georgia,Marion,South,White,72.3
Georgia,Meriwether,South,White,71.6
Georgia,Mitchell,South,White,73.1
Georgia,Monroe,South,White,75.3
Georgia,Montgomery,South,White,70.1
Georgia,Morgan,South,White,76.2
Georgia,Murray,South,White,70.8
Georgia,Muscogee,South,White,72.2
Georgia,Newton,South,White,73.6
Georgia,Oconee,South,White,79.2
Georgia,Oglethorpe,South,White,75.6
Georgia,Paulding,South,White,76.0
Georgia,Peach,South,White,70.8
Georgia,Pierce,South,White,71.1
Georgia,Pike,South,White,72.8
Georgia,Polk,South,White,70.7
Georgia,Pulaski,South,White,76.3
Georgia,Putnam,South,White,74.2
Georgia,Randolph,South,White,73.6
Georgia,Richmond,South,White,71.3
Georgia,Rockdale,South,White,72.1
Georgia,Screven,South,White,71.8
Georgia,Seminole,South,White,74.0
Georgia,Spalding,South,White,71.4
Georgia,Stephens,South,White,71.2
Georgia,Sumter,South,White,74.9
Georgia,Talbot,South,White,72.1
Georgia,Tattnall,South,White,71.7
Georgia,Taylor,South,White,73.3
Georgia,Telfair,South,White,71.9
Georgia,Terrell,South,White,76.3
Georgia,Thomas,South,White,74.9
Georgia,Tift,South,White,73.0
Georgia,Toombs,South,White,70.8
Georgia,Treutlen,South,White,69.6
Georgia,Troup,South,White,72.5
Georgia,Turner,South,White,73.4
Georgia,Twiggs,South,White,69.0
Georgia,Upson,South,White,71.1
Georgia,Walker,South,White,73.0
Georgia,Walton,South,White,75.3
Georgia,Ware,South,White,69.5
Georgia,Warren,South,White,73.0
Georgia,Washington,South,White,72.9
Georgia,Wayne,South,White,70.9
Georgia,Wheeler,South,White,75.7
Georgia,Whitfield,South,White,72.7
Georgia,Wilcox,South,White,70.8
Georgia,Wilkes,South,White,74.3
Georgia,Wilkinson,South,White,69.1
Georgia,Worth,South,White,72.8
Hawaii,Hawaii,West,White,80.4
Hawaii,Honolulu,West,White,81.8
Hawaii,Kauai,West,White,82.9
Hawaii,Maui,West,White,82.1
Idaho,Ada,West,White,79.5
Idaho,Bannock,West,White,75.7
Idaho,Bingham,West,White,75.9
Idaho,Blaine,West,White,84.3
Idaho,Bonner,West,White,78.3
Idaho,Bonneville,West,White,76.6
Idaho,Canyon,West,White,77.1
Idaho,Cassia,West,White,75.8
Idaho,Elmore,West,White,76.1
Idaho,Gem,West,White,75.6
Idaho,Gooding,West,White,75.4
Idaho,Jefferson,West,White,77.1
Idaho,Jerome,West,White,75.6
Idaho,Kootenai,West,White,78.3
Idaho,Latah,West,White,80.5
Idaho,Madison,West,White,78.9
Idaho,Minidoka,West,White,76.3
Idaho,Nez Perce,West,White,75.6
Idaho,Owyhee,West,White,73.7
Idaho,Payette,West,White,76.3
Idaho,Power,West,White,77.0
Idaho,Twin Falls,West,White,75.6
Idaho,Washington,West,White,75.5
Illinois,Adams,Midwest,White,76.5
Illinois,Boone,Midwest,White,77.3
Illinois,Bureau,Midwest,White,76.4
Illinois,Cass,Midwest,White,75.6
Illinois,Champaign,Midwest,White,79.9
Illinois,Coles,Midwest,White,75.4
Illinois,Cook,Midwest,White,79.9
Illinois,DeKalb,Midwest,White,77.2
Illinois,DuPage,Midwest,White,80.9
Illinois,Grundy,Midwest,White,76.1
Illinois,Henry,Midwest,White,77.2
Illinois,Iroquois,Midwest,White,74.1
Illinois,Jackson,Midwest,White,75.2
Illinois,Jefferson,Midwest,White,74.0
Illinois,Kane,Midwest,White,80.0
Illinois,Kankakee,Midwest,White,75.9
Illinois,Kendall,Midwest,White,80.4
Illinois,Knox,Midwest,White,74.8
Illinois,Lake,Midwest,White,80.5
Illinois,LaSalle,Midwest,White,75.4
Illinois,Lee,Midwest,White,76.9
Illinois,Logan,Midwest,White,76.0
Illinois,McHenry,Midwest,White,79.0
Illinois,McLean,Midwest,White,78.7
Illinois,Macon,Midwest,White,75.8
Illinois,Madison,Midwest,White,75.7
Illinois,Morgan,Midwest,White,75.9
Illinois,Ogle,Midwest,White,77.7
Illinois,Peoria,Midwest,White,76.7
Illinois,Perry,Midwest,White,74.7
Illinois,Randolph,Midwest,White,75.3
Illinois,Rock Island,Midwest,White,76.8
Illinois,St. Clair,Midwest,White,76.4
Illinois,Sangamon,Midwest,White,77.7
Illinois,Stephenson,Midwest,White,77.1
Illinois,Tazewell,Midwest,White,76.4
Illinois,Vermilion,Midwest,White,73.3
Illinois,Warren,Midwest,White,75.9
Illinois,Whiteside,Midwest,White,75.1
Illinois,Will,Midwest,White,78.3
Illinois,Williamson,Midwest,White,75.3
Illinois,Winnebago,Midwest,White,75.4
Indiana,Allen,Midwest,White,76.3
Indiana,Bartholomew,Midwest,White,75.4
Indiana,Boone,Midwest,White,78.0
Indiana,Cass,Midwest,White,74.4
Indiana,Clark,Midwest,White,73.1
Indiana,Clinton,Midwest,White,73.5
Indiana,Delaware,Midwest,White,72.5
Indiana,Dubois,Midwest,White,77.6
Indiana,Elkhart,Midwest,White,76.3
Indiana,Floyd,Midwest,White,74.7
Indiana,Grant,Midwest,White,70.8
Indiana,Hamilton,Midwest,White,80.5
Indiana,Hancock,Midwest,White,77.0
Indiana,Hendricks,Midwest,White,78.3
Indiana,Howard,Midwest,White,72.9
Indiana,Jasper,Midwest,White,75.0
Indiana,Johnson,Midwest,White,75.9
Indiana,Kosciusko,Midwest,White,75.8
Indiana,LaGrange,Midwest,White,78.3
Indiana,Lake,Midwest,White,75.6
Indiana,LaPorte,Midwest,White,74.5
Indiana,Madison,Midwest,White,73.3
Indiana,Marion,Midwest,White,73.6
Indiana,Miami,Midwest,White,73.7
Indiana,Monroe,Midwest,White,77.1
Indiana,Noble,Midwest,White,75.4
Indiana,Porter,Midwest,White,76.7
Indiana,St. Joseph,Midwest,White,75.7
Indiana,Tippecanoe,Midwest,White,77.4
Indiana,Vanderburgh,Midwest,White,74.6
Indiana,Vigo,Midwest,White,73.3
Indiana,Warrick,Midwest,White,76.5
Indiana,Wayne,Midwest,White,72.4
Indiana,White,Midwest,White,74.6
Iowa,Black Hawk,Midwest,White,77.4
Iowa,Buena Vista,Midwest,White,79.7
Iowa,Cerro Gordo,Midwest,White,76.7
Iowa,Crawford,Midwest,White,76.8
Iowa,Dallas,Midwest,White,81.7
Iowa,Des Moines,Midwest,White,76.0
Iowa,Dubuque,Midwest,White,78.9
Iowa,Johnson,Midwest,White,82.1
Iowa,Linn,Midwest,White,79.0
Iowa,Louisa,Midwest,White,78.5
Iowa,Marshall,Midwest,White,74.5
Iowa,Muscatine,Midwest,White,76.0
Iowa,Polk,Midwest,White,77.6
Iowa,Pottawattamie,Midwest,White,75.1
Iowa,Scott,Midwest,White,78.0
Iowa,Story,Midwest,White,81.2
Iowa,Tama,Midwest,White,77.3
Iowa,Wapello,Midwest,White,74.2
Iowa,Warren,Midwest,White,78.1
Iowa,Webster,Midwest,White,74.8
Iowa,Woodbury,Midwest,White,75.3
Iowa,Wright,Midwest,White,78.1
Kansas,Barton,Midwest,White,75.3
Kansas,Butler,Midwest,White,75.5
Kansas,Cowley,Midwest,White,74.5
Kansas,Crawford,Midwest,White,72.5
Kansas,Douglas,Midwest,White,79.3
Kansas,Finney,Midwest,White,74.3
Kansas,Ford,Midwest,White,74.4
Kansas,Geary,Midwest,White,72.3
Kansas,Grant,Midwest,White,80.1
Kansas,Harvey,Midwest,White,75.9
Kansas,Johnson,Midwest,White,80.8
Kansas,Leavenworth,Midwest,White,77.1
Kansas,Lyon,Midwest,White,76.4
Kansas,Montgomery,Midwest,White,72.4
Kansas,Reno,Midwest,White,75.6
Kansas,Riley,Midwest,White,80.2
Kansas,Saline,Midwest,White,75.9
Kansas,Sedgwick,Midwest,White,75.6
Kansas,Seward,Midwest,White,74.2
Kansas,Shawnee,Midwest,White,76.3
Kansas,Stevens,Midwest,White,75.2
Kansas,Wyandotte,Midwest,White,74.2
Kentucky,Barren,South,White,73.6
Kentucky,Boone,South,White,77.7
Kentucky,Boyle,South,White,74.6
Kentucky,Bullitt,South,White,75.4
Kentucky,Campbell,South,White,77.0
Kentucky,Christian,South,White,72.1
Kentucky,Clark,South,White,72.7
Kentucky,Daviess,South,White,74.8
Kentucky,Fayette,South,White,77.1
Kentucky,Franklin,South,White,72.4
Kentucky,Graves,South,White,72.7
Kentucky,Hardin,South,White,73.3
Kentucky,Henderson,South,White,73.3
Kentucky,Hopkins,South,White,72.4
Kentucky,Jefferson,South,White,74.3
Kentucky,Jessamine,South,White,75.5
Kentucky,Kenton,South,White,76.3
Kentucky,McCracken,South,White,74.5
Kentucky,Madison,South,White,73.5
Kentucky,Nelson,South,White,74.0
Kentucky,Oldham,South,White,79.7
Kentucky,Pulaski,South,White,71.9
Kentucky,Scott,South,White,75.2
Kentucky,Shelby,South,White,75.9
Kentucky,Simpson,South,White,73.1
Kentucky,Warren,South,White,75.7
Kentucky,Woodford,South,White,77.0
Louisiana,Acadia,South,White,71.8
Louisiana,Allen,South,White,70.2
Louisiana,Ascension,South,White,77.4
Louisiana,Assumption,South,White,76.9
Louisiana,Avoyelles,South,White,71.8
Louisiana,Beauregard,South,White,73.5
Louisiana,Bienville,South,White,71.0
Louisiana,Bossier,South,White,76.4
Louisiana,Caddo,South,White,74.5
Louisiana,Calcasieu,South,White,74.3
Louisiana,Catahoula,South,White,70.2
Louisiana,Claiborne,South,White,74.2
Louisiana,Concordia,South,White,71.9
Louisiana,De Soto,South,White,76.5
Louisiana,East Baton Rouge,South,White,76.0
Louisiana,East Carroll,South,White,75.5
Louisiana,East Feliciana,South,White,72.2
Louisiana,Evangeline,South,White,72.0
Louisiana,Franklin,South,White,72.0
Louisiana,Grant,South,White,72.1
Louisiana,Iberia,South,White,73.2
Louisiana,Iberville,South,White,73.6
Louisiana,Jackson,South,White,74.5
Louisiana,Jefferson,South,White,75.6
Louisiana,Jefferson Davis,South,White,71.7
Louisiana,Lafayette,South,White,77.2
Louisiana,Lafourche,South,White,75.2
Louisiana,LaSalle,South,White,72.7
Louisiana,Lincoln,South,White,76.5
Louisiana,Livingston,South,White,73.5
Louisiana,Madison,South,White,71.1
Louisiana,Morehouse,South,White,70.4
Louisiana,Natchitoches,South,White,72.9
Louisiana,Orleans,South,White,78.9
Louisiana,Ouachita,South,White,73.7
Louisiana,Plaquemines,South,White,75.6
Louisiana,Pointe Coupee,South,White,73.9
Louisiana,Rapides,South,White,72.3
Louisiana,Red River,South,White,71.5
Louisiana,Richland,South,White,72.8
Louisiana,Sabine,South,White,71.7
Louisiana,St. Bernard,South,White,72.8
Louisiana,St. Charles,South,White,76.6
Louisiana,St. Helena,South,White,72.1
Louisiana,St. James,South,White,78.4
Louisiana,St. John the Baptist,South,White,73.1
Louisiana,St. Landry,South,White,71.7
Louisiana,St. Martin,South,White,74.5
Louisiana,St. Mary,South,White,72.8
Louisiana,St. Tammany,South,White,76.9
Louisiana,Tangipahoa,South,White,73.1
Louisiana,Tensas,South,White,70.7
Louisiana,Terrebonne,South,White,74.1
Louisiana,Union,South,White,72.3
Louisiana,Vermilion,South,White,74.4
Louisiana,Vernon,South,White,71.9
Louisiana,Washington,South,White,69.3
Louisiana,Webster,South,White,70.0
Louisiana,West Baton Rouge,South,White,75.4
Louisiana,West Feliciana,South,White,74.0
Louisiana,Winn,South,White,69.9
Maine,Androscoggin,Northeast,White,75.1
Maine,Cumberland,Northeast,White,79.6
Maine,Kennebec,Northeast,White,76.0
Maine,Penobscot,Northeast,White,75.3
Maine,York,Northeast,White,78.5
Maryland,Allegany,South,White,73.2
Maryland,Anne Arundel,South,White,79.0
Maryland,Baltimore,South,White,77.4
Maryland,Calvert,South,White,78.7
Maryland,Caroline,South,White,74.2
Maryland,Carroll,South,White,78.0
Maryland,Cecil,South,White,73.5
Maryland,Charles,South,White,76.2
Maryland,Dorchester,South,White,75.7
Maryland,Frederick,South,White,79.7
Maryland,Harford,South,White,78.0
Maryland,Howard,South,White,82.4
Maryland,Kent,South,White,77.5
Maryland,Montgomery,South,White,83.0
Maryland,Prince George's,South,White,78.0
Maryland,Queen Anne's,South,White,79.9
Maryland,St. Mary's,South,White,77.4
Maryland,Somerset,South,White,72.8
Maryland,Talbot,South,White,79.8
Maryland,Washington,South,White,74.3
Maryland,Wicomico,South,White,75.7
Maryland,Worcester,South,White,78.9
Maryland,Baltimore City,South,White,74.7
Massachusetts,Barnstable,Northeast,White,79.6
Massachusetts,Berkshire,Northeast,White,77.7
Massachusetts,Bristol,Northeast,White,77.6
Massachusetts,Essex,Northeast,White,79.4
Massachusetts,Hampden,Northeast,White,77.2
Massachusetts,Hampshire,Northeast,White,80.0
Massachusetts,Middlesex,Northeast,White,81.1
Massachusetts,Norfolk,Northeast,White,80.8
Massachusetts,Plymouth,Northeast,White,78.7
Massachusetts,Suffolk,Northeast,White,80.0
Massachusetts,Worcester,Northeast,White,79.0
Michigan,Allegan,Midwest,White,77.8
Michigan,Barry,Midwest,White,77.7
Michigan,Bay,Midwest,White,75.2
Michigan,Berrien,Midwest,White,77.1
Michigan,Branch,Midwest,White,76.0
Michigan,Calhoun,Midwest,White,74.0
Michigan,Cass,Midwest,White,76.2
Michigan,Chippewa,Midwest,White,77.7
Michigan,Clinton,Midwest,White,79.9
Michigan,Eaton,Midwest,White,77.1
Michigan,Genesee,Midwest,White,74.8
Michigan,Grand Traverse,Midwest,White,78.8
Michigan,Gratiot,Midwest,White,75.2
Michigan,Ingham,Midwest,White,76.4
Michigan,Ionia,Midwest,White,77.2
Michigan,Isabella,Midwest,White,75.8
Michigan,Jackson,Midwest,White,75.7
Michigan,Kalamazoo,Midwest,White,78.0
Michigan,Kent,Midwest,White,79.3
Michigan,Lapeer,Midwest,White,75.8
Michigan,Lenawee,Midwest,White,76.2
Michigan,Livingston,Midwest,White,79.7
Michigan,Mackinac,Midwest,White,77.2
Michigan,Macomb,Midwest,White,76.7
Michigan,Midland,Midwest,White,78.8
Michigan,Monroe,Midwest,White,76.5
Michigan,Montcalm,Midwest,White,75.8
Michigan,Muskegon,Midwest,White,76.3
Michigan,Newaygo,Midwest,White,76.4
Michigan,Oakland,Midwest,White,79.5
Michigan,Oceana,Midwest,White,77.5
Michigan,Ottawa,Midwest,White,80.4
Michigan,Saginaw,Midwest,White,76.7
Michigan,St. Clair,Midwest,White,75.1
Michigan,St. Joseph,Midwest,White,74.9
Michigan,Sanilac,Midwest,White,75.4
Michigan,Shiawassee,Midwest,White,75.9
Michigan,Tuscola,Midwest,White,75.3
Michigan,Van Buren,Midwest,White,75.8
Michigan,Washtenaw,Midwest,White,80.9
Michigan,Wayne,Midwest,White,76.2
Minnesota,Anoka,Midwest,White,80.0
Minnesota,Becker,Midwest,White,79.9
Minnesota,Beltrami,Midwest,White,78.9
Minnesota,Benton,Midwest,White,77.5
Minnesota,Blue Earth,Midwest,White,79.7
Minnesota,Carlton,Midwest,White,77.0
Minnesota,Carver,Midwest,White,82.3
Minnesota,Cass,Midwest,White,78.4
Minnesota,Clay,Midwest,White,79.0
Minnesota,Dakota,Midwest,White,81.0
Minnesota,Freeborn,Midwest,White,78.1
Minnesota,Goodhue,Midwest,White,79.0
Minnesota,Hennepin,Midwest,White,80.9
Minnesota,Kandiyohi,Midwest,White,79.7
Minnesota,Le Sueur,Midwest,White,79.8
Minnesota,Lyon,Midwest,White,79.4
Minnesota,McLeod,Midwest,White,79.1
Minnesota,Mahnomen,Midwest,White,78.1
Minnesota,Mower,Midwest,White,78.6
Minnesota,Nicollet,Midwest,White,80.9
Minnesota,Olmsted,Midwest,White,81.5
Minnesota,Otter Tail,Midwest,White,78.9
Minnesota,Polk,Midwest,White,77.2
Minnesota,Ramsey,Midwest,White,79.1
Minnesota,Rice,Midwest,White,79.7
Minnesota,St. Louis,Midwest,White,77.3
Minnesota,Scott,Midwest,White,81.1
Minnesota,Sherburne,Midwest,White,79.3
Minnesota,Stearns,Midwest,White,80.3
Minnesota,Steele,Midwest,White,80.0
Minnesota,Washington,Midwest,White,81.3
Minnesota,Watonwan,Midwest,White,78.9
Minnesota,Wright,Midwest,White,80.0
Mississippi,Adams,South,White,74.0
Mississippi,Alcorn,South,White,72.3
Mississippi,Amite,South,White,73.7
Mississippi,Attala,South,White,71.5
Mississippi,Benton,South,White,69.7
Mississippi,Bolivar,South,White,71.7
Mississippi,Calhoun,South,White,71.0
Mississippi,Carroll,South,White,73.5
Mississippi,Chickasaw,South,White,72.4
Mississippi,Choctaw,South,White,75.2
Mississippi,Clarke,South,White,73.4
Mississippi,Clay,South,White,73.7
Mississippi,Coahoma,South,White,72.9
Mississippi,Copiah,South,White,72.7
Mississippi,Covington,South,White,70.0
Mississippi,DeSoto,South,White,73.5
Mississippi,Forrest,South,White,72.7
Mississippi,Franklin,South,White,73.5
Mississippi,George,South,White,70.4
Mississippi,Greene,South,White,73.7
Mississippi,Grenada,South,White,71.3
Mississippi,Hancock,South,White,74.3
Mississippi,Harrison,South,White,73.0
Mississippi,Hinds,South,White,73.6
Mississippi,Holmes,South,White,72.5
Mississippi,Jackson,South,White,73.6
Mississippi,Jasper,South,White,73.2
Mississippi,Jefferson Davis,South,White,71.8
Mississippi,Jones,South,White,71.9
Mississippi,Kemper,South,White,75.8
Mississippi,Lafayette,South,White,77.0
Mississippi,Lamar,South,White,77.2
Mississippi,Lauderdale,South,White,73.2
Mississippi,Lawrence,South,White,70.0
Mississippi,Leake,South,White,73.2
Mississippi,Lee,South,White,73.3
Mississippi,Leflore,South,White,70.1
Mississippi,Lincoln,South,White,72.9
Mississippi,Lowndes,South,White,74.0
Mississippi,Madison,South,White,77.8
Mississippi,Marion,South,White,69.3
Mississippi,Marshall,South,White,70.2
Mississippi,Monroe,South,White,72.7
Mississippi,Montgomery,South,White,70.9
Mississippi,Neshoba,South,White,72.0
Mississippi,Newton,South,White,72.6
Mississippi,Noxubee,South,White,76.8
Mississippi,Oktibbeha,South,White,78.3
Mississippi,Panola,South,White,71.9
Mississippi,Pearl River,South,White,70.6
Mississippi,Perry,South,White,71.2
Mississippi,Pike,South,White,71.1
Mississippi,Pontotoc,South,White,72.3
Mississippi,Prentiss,South,White,72.7
Mississippi,Rankin,South,White,77.1
Mississippi,Scott,South,White,71.2
Mississippi,Simpson,South,White,71.3
Mississippi,Smith,South,White,73.0
Mississippi,Stone,South,White,71.4
Mississippi,Sunflower,South,White,68.7
Mississippi,Tallahatchie,South,White,72.5
Mississippi,Tate,South,White,71.9
Mississippi,Tippah,South,White,71.6
Mississippi,Tunica,South,White,65.7
Mississippi,Union,South,White,73.5
Mississippi,Walthall,South,White,72.6
Mississippi,Warren,South,White,71.5
Mississippi,Washington,South,White,71.1
Mississippi,Wayne,South,White,73.2
Mississippi,Webster,South,White,69.5
Mississippi,Wilkinson,South,White,68.9
Mississippi,Winston,South,White,74.0
Mississippi,Yalobusha,South,White,67.9
Mississippi,Yazoo,South,White,71.3
Missouri,Barry,Midwest,White,73.6
Missouri,Boone,Midwest,White,78.6
Missouri,Buchanan,Midwest,White,73.0
Missouri,Butler,Midwest,White,70.3
Missouri,Callaway,Midwest,White,75.6
Missouri,Cape Girardeau,Midwest,White,76.5
Missouri,Cass,Midwest,White,76.9
Missouri,Christian,Midwest,White,76.9
Missouri,Clay,Midwest,White,78.0
Missouri,Cole,Midwest,White,77.4
Missouri,Dunklin,Midwest,White,69.2
Missouri,Franklin,Midwest,White,74.8
Missouri,Greene,Midwest,White,75.0
Missouri,Jackson,Midwest,White,76.4
Missouri,Jasper,Midwest,White,73.3
Missouri,Jefferson,Midwest,White,74.7
Missouri,Johnson,Midwest,White,75.2
Missouri,McDonald,Midwest,White,71.6
Missouri,Mississippi,Midwest,White,70.3
Missouri,New Madrid,Midwest,White,69.1
Missouri,Newton,Midwest,White,73.8
Missouri,Pemiscot,Midwest,White,66.5
Missouri,Pettis,Midwest,White,74.1
Missouri,Platte,Midwest,White,78.7
Missouri,Pulaski,Midwest,White,72.4
Missouri,St. Charles,Midwest,White,79.1
Missouri,St. Francois,Midwest,White,71.5
Missouri,St. Louis,Midwest,White,78.9
Missouri,Saline,Midwest,White,74.4
Missouri,Scott,Midwest,White,72.6
Missouri,Taney,Midwest,White,74.2
Missouri,St. Louis City,Midwest,White,76.9
Montana,Big Horn,West,White,77.7
Montana,Blaine,West,White,77.5
Montana,Cascade,West,White,76.7
Montana,Flathead,West,White,77.1
Montana,Gallatin,West,White,82.0
Montana,Glacier,West,White,79.5
Montana,Hill,West,White,75.9
Montana,Lake,West,White,78.6
Montana,Lewis and Clark,West,White,78.5
Montana,Missoula,West,White,78.8
Montana,Ravalli,West,White,78.7
Montana,Roosevelt,West,White,76.2
Montana,Rosebud,West,White,77.8
Montana,Yellowstone,West,White,76.7
Nebraska,Adams,Midwest,White,76.4
Nebraska,Buffalo,Midwest,White,79.5
Nebraska,Colfax,Midwest,White,80.3
Nebraska,Dawson,Midwest,White,77.2
Nebraska,Dodge,Midwest,White,75.8
Nebraska,Douglas,Midwest,White,78.3
Nebraska,Hall,Midwest,White,77.0
Nebraska,Lancaster,Midwest,White,79.0
Nebraska,Lincoln,Midwest,White,74.9
Nebraska,Platte,Midwest,White,79.8
Nebraska,Sarpy,Midwest,White,79.5
Nebraska,Scotts Bluff,Midwest,White,75.1
Nebraska,Thurston,Midwest,White,78.8
Nevada,Churchill,West,White,72.5
Nevada,Clark,West,White,75.6
Nevada,Douglas,West,White,78.7
Nevada,Elko,West,White,75.0
Nevada,Humboldt,West,White,73.0
Nevada,Lyon,West,White,73.5
Nevada,Nye,West,White,72.4
Nevada,Washoe,West,White,76.0
Nevada,Carson City,West,White,72.1
New Hampshire,Cheshire,Northeast,White,78.4
New Hampshire,Grafton,Northeast,White,79.6
New Hampshire,Hillsborough,Northeast,White,78.2
New Hampshire,Merrimack,Northeast,White,78.7
New Hampshire,Rockingham,Northeast,White,80.2
New Hampshire,Strafford,Northeast,White,77.2
New Jersey,Atlantic,Northeast,White,75.7
New Jersey,Bergen,Northeast,White,80.9
New Jersey,Burlington,Northeast,White,79.0
New Jersey,Camden,Northeast,White,77.2
New Jersey,Cape May,Northeast,White,76.6
New Jersey,Cumberland,Northeast,White,74.3
New Jersey,Essex,Northeast,White,81.6
New Jersey,Gloucester,Northeast,White,77.3
New Jersey,Hudson,Northeast,White,78.3
New Jersey,Hunterdon,Northeast,White,82.4
New Jersey,Mercer,Northeast,White,80.0
New Jersey,Middlesex,Northeast,White,78.3
New Jersey,Monmouth,Northeast,White,79.9
New Jersey,Morris,Northeast,White,81.2
New Jersey,Ocean,Northeast,White,78.0
New Jersey,Passaic,Northeast,White,78.7
New Jersey,Salem,Northeast,White,75.0
New Jersey,Somerset,Northeast,White,81.2
New Jersey,Sussex,Northeast,White,78.1
New Jersey,Union,Northeast,White,80.4
New Jersey,Warren,Northeast,White,77.9
New Mexico,Bernalillo,West,White,77.2
New Mexico,Chaves,West,White,72.1
New Mexico,Cibola,West,White,74.8
New Mexico,Colfax,West,White,78.8
New Mexico,Curry,West,White,73.0
New Mexico,Dona Ana,West,White,75.8
New Mexico,Eddy,West,White,72.8
New Mexico,Grant,West,White,75.1
New Mexico,Lea,West,White,71.7
New Mexico,Lincoln,West,White,76.4
New Mexico,Los Alamos,West,White,83.2
New Mexico,Luna,West,White,66.4
New Mexico,McKinley,West,White,76.7
New Mexico,Otero,West,White,76.0
New Mexico,Quay,West,White,68.0
New Mexico,Rio Arriba,West,White,77.2
New Mexico,Roosevelt,West,White,75.3
New Mexico,Sandoval,West,White,78.8
New Mexico,San Juan,West,White,74.9
New Mexico,San Miguel,West,White,79.4
New Mexico,Santa Fe,West,White,82.1
New Mexico,Sierra,West,White,67.5
New Mexico,Socorro,West,White,76.1
New Mexico,Taos,West,White,79.6
New Mexico,Torrance,West,White,72.9
New Mexico,Union,West,White,73.9
New Mexico,Valencia,West,White,75.0
New York,Albany,Northeast,White,79.3
New York,Bronx,Northeast,White,75.5
New York,Broome,Northeast,White,76.7
New York,Cattaraugus,Northeast,White,74.7
New York,Cayuga,Northeast,White,77.4
New York,Chautauqua,Northeast,White,76.1
New York,Chemung,Northeast,White,75.0
New York,Clinton,Northeast,White,77.5
New York,Columbia,Northeast,White,79.4
New York,Delaware,Northeast,White,76.4
New York,Dutchess,Northeast,White,79.2
New York,Erie,Northeast,White,78.4
New York,Franklin,Northeast,White,77.1
New York,Fulton,Northeast,White,75.0
New York,Genesee,Northeast,White,77.5
New York,Greene,Northeast,White,77.3
New York,Jefferson,Northeast,White,76.9
New York,Kings,Northeast,White,81.8
New York,Livingston,Northeast,White,79.1
New York,Madison,Northeast,White,78.1
New York,Monroe,Northeast,White,80.0
New York,Montgomery,Northeast,White,75.2
New York,Nassau,Northeast,White,81.4
New York,New York,Northeast,White,86.7
New York,Niagara,Northeast,White,76.3
New York,Oneida,Northeast,White,76.7
New York,Onondaga,Northeast,White,78.6
New York,Ontario,Northeast,White,79.8
New York,Orange,Northeast,White,78.6
New York,Orleans,Northeast,White,76.9
New York,Otsego,Northeast,White,77.5
New York,Putnam,Northeast,White,81.1
New York,Queens,Northeast,White,80.0
New York,Rensselaer,Northeast,White,78.3
New York,Richmond,Northeast,White,79.2
New York,Rockland,Northeast,White,81.2
New York,St. Lawrence,Northeast,White,76.6
New York,Saratoga,Northeast,White,79.9
New York,Schenectady,Northeast,White,78.0
New York,Steuben,Northeast,White,76.1
New York,Suffolk,Northeast,White,79.7
New York,Sullivan,Northeast,White,75.9
New York,Tompkins,Northeast,White,80.5
New York,Ulster,Northeast,White,78.9
New York,Wayne,Northeast,White,77.3
New York,Westchester,Northeast,White,82.7
North Carolina,Alamance,South,White,75.8
North Carolina,Alexander,South,White,73.8
North Carolina,Anson,South,White,71.6
North Carolina,Beaufort,South,White,74.4
North Carolina,Bertie,South,White,73.1
North Carolina,Bladen,South,White,71.3
North Carolina,Brunswick,South,White,77.0
North Carolina,Buncombe,South,White,77.5
North Carolina,Burke,South,White,74.0
North Carolina,Cabarrus,South,White,77.1
North Carolina,Caldwell,South,White,72.3
North Carolina,Carteret,South,White,75.7
North Carolina,Caswell,South,White,73.9
North Carolina,Catawba,South,White,73.7
North Carolina,Chatham,South,White,80.4
North Carolina,Chowan,South,White,75.4
North Carolina,Cleveland,South,White,72.1
North Carolina,Columbus,South,White,70.1
North Carolina,Craven,South,White,74.3
North Carolina,Cumberland,South,White,72.7
North Carolina,Davidson,South,White,72.9
