State,County,Region,Race Group,Life Expectancy
Ohio,Sandusky,Midwest,Black,67.4
Ohio,Scioto,Midwest,Black,63.9
Ohio,Stark,Midwest,Black,67.0
Ohio,Summit,Midwest,Black,68.6
Ohio,Trumbull,Midwest,Black,67.4
Ohio,Union,Midwest,Black,76.2
Ohio,Warren,Midwest,Black,75.9
Ohio,Wayne,Midwest,Black,67.1
Ohio,Wood,Midwest,Black,71.5
Oklahoma,Canadian,South,Black,75.6
Oklahoma,Carter,South,Black,68.5
Oklahoma,Cleveland,South,Black,76.8
Oklahoma,Comanche,South,Black,70.4
Oklahoma,Garfield,South,Black,65.6
Oklahoma,Logan,South,Black,74.3
Oklahoma,McCurtain,South,Black,63.4
Oklahoma,Muskogee,South,Black,65.3
Oklahoma,Oklahoma,South,Black,69.3
Oklahoma,Okmulgee,South,Black,66.6
Oklahoma,Osage,South,Black,87.3
Oklahoma,Payne,South,Black,73.4
Oklahoma,Pottawatomie,South,Black,67.8
Oklahoma,Tulsa,South,Black,67.7
Oklahoma,Wagoner,South,Black,77.7
Oregon,Clackamas,West,Black,76.5
Oregon,Jackson,West,Black,75.4
Oregon,Lane,West,Black,74.6
Oregon,Marion,West,Black,76.8
Oregon,Multnomah,West,Black,69.9
Oregon,Washington,West,Black,79.1
Pennsylvania,Adams,Northeast,Black,71.0
Pennsylvania,Allegheny,Northeast,Black,68.9
Pennsylvania,Beaver,Northeast,Black,66.0
Pennsylvania,Berks,Northeast,Black,73.3
Pennsylvania,Blair,Northeast,Black,63.4
Pennsylvania,Bucks,Northeast,Black,74.1
Pennsylvania,Butler,Northeast,Black,71.6
Pennsylvania,Cambria,Northeast,Black,62.8
Pennsylvania,Centre,Northeast,Black,82.6
Pennsylvania,Chester,Northeast,Black,74.3
Pennsylvania,Clearfield,Northeast,Black,72.6
Pennsylvania,Cumberland,Northeast,Black,73.4
Pennsylvania,Dauphin,Northeast,Black,71.3
Pennsylvania,Delaware,Northeast,Black,72.9
Pennsylvania,Erie,Northeast,Black,67.5
Pennsylvania,Fayette,Northeast,Black,70.0
Pennsylvania,Franklin,Northeast,Black,71.5
Pennsylvania,Huntingdon,Northeast,Black,73.2
Pennsylvania,Indiana,Northeast,Black,74.2
Pennsylvania,Lackawanna,Northeast,Black,67.7
Pennsylvania,Lancaster,Northeast,Black,72.4
Pennsylvania,Lawrence,Northeast,Black,60.0
Pennsylvania,Lebanon,Northeast,Black,74.3
Pennsylvania,Lehigh,Northeast,Black,73.8
Pennsylvania,Luzerne,Northeast,Black,68.2
Pennsylvania,Lycoming,Northeast,Black,67.1
Pennsylvania,Mercer,Northeast,Black,66.6
Pennsylvania,Monroe,Northeast,Black,77.1
Pennsylvania,Montgomery,Northeast,Black,74.2
Pennsylvania,Northampton,Northeast,Black,74.8
Pennsylvania,Northumberland,Northeast,Black,67.5
Pennsylvania,Philadelphia,Northeast,Black,69.8
Pennsylvania,Pike,Northeast,Black,80.2
Pennsylvania,Schuylkill,Northeast,Black,71.8
Pennsylvania,Somerset,Northeast,Black,67.5
Pennsylvania,Union,Northeast,Black,83.3
Pennsylvania,Washington,Northeast,Black,65.1
Pennsylvania,Westmoreland,Northeast,Black,68.0
Pennsylvania,York,Northeast,Black,71.0
Rhode Island,Kent,Northeast,Black,79.6
Rhode Island,Newport,Northeast,Black,84.2
Rhode Island,Providence,Northeast,Black,80.1
Rhode Island,Washington,Northeast,Black,77.0
South Carolina,Abbeville,South,Black,70.2
South Carolina,Aiken,South,Black,70.7
South Carolina,Allendale,South,Black,67.1
South Carolina,Anderson,South,Black,70.2
South Carolina,Bamberg,South,Black,68.6
South Carolina,Barnwell,South,Black,67.5
South Carolina,Beaufort,South,Black,73.4
South Carolina,Berkeley,South,Black,73.9
South Carolina,Calhoun,South,Black,68.9
South Carolina,Charleston,South,Black,71.8
South Carolina,Cherokee,South,Black,69.0
South Carolina,Chester,South,Black,67.5
South Carolina,Chesterfield,South,Black,70.1
South Carolina,Clarendon,South,Black,68.0
South Carolina,Colleton,South,Black,66.5
South Carolina,Darlington,South,Black,68.3
South Carolina,Dillon,South,Black,66.4
South Carolina,Dorchester,South,Black,74.6
South Carolina,Edgefield,South,Black,70.2
South Carolina,Fairfield,South,Black,67.5
South Carolina,Florence,South,Black,68.7
South Carolina,Georgetown,South,Black,70.7
South Carolina,Greenville,South,Black,72.3
South Carolina,Greenwood,South,Black,69.8
South Carolina,Hampton,South,Black,68.6
South Carolina,Horry,South,Black,71.0
South Carolina,Jasper,South,Black,71.0
South Carolina,Kershaw,South,Black,70.6
South Carolina,Lancaster,South,Black,69.7
South Carolina,Laurens,South,Black,69.5
South Carolina,Lee,South,Black,67.3
South Carolina,Lexington,South,Black,73.5
South Carolina,McCormick,South,Black,68.7
South Carolina,Marion,South,Black,67.3
South Carolina,Marlboro,South,Black,69.1
South Carolina,Newberry,South,Black,66.9
South Carolina,Oconee,South,Black,72.2
South Carolina,Orangeburg,South,Black,68.6
South Carolina,Pickens,South,Black,71.8
South Carolina,Richland,South,Black,72.8
South Carolina,Saluda,South,Black,68.8
South Carolina,Spartanburg,South,Black,70.9
South Carolina,Sumter,South,Black,70.6
South Carolina,Union,South,Black,66.4
South Carolina,Williamsburg,South,Black,69.0
South Carolina,York,South,Black,72.8
South Dakota,Minnehaha,Midwest,Black,73.7
Tennessee,Anderson,South,Black,69.4
Tennessee,Bedford,South,Black,69.8
Tennessee,Blount,South,Black,74.6
Tennessee,Bradley,South,Black,71.7
Tennessee,Carroll,South,Black,64.9
Tennessee,Coffee,South,Black,67.1
Tennessee,Crockett,South,Black,70.8
Tennessee,Davidson,South,Black,70.7
Tennessee,Dickson,South,Black,70.0
Tennessee,Dyer,South,Black,64.6
Tennessee,Fayette,South,Black,71.3
Tennessee,Franklin,South,Black,75.7
Tennessee,Gibson,South,Black,66.3
Tennessee,Giles,South,Black,67.6
Tennessee,Hamblen,South,Black,69.4
Tennessee,Hamilton,South,Black,70.8
Tennessee,Hardeman,South,Black,69.5
Tennessee,Haywood,South,Black,68.4
Tennessee,Henderson,South,Black,71.3
Tennessee,Henry,South,Black,67.1
Tennessee,Knox,South,Black,68.1
Tennessee,Lake,South,Black,75.0
Tennessee,Lauderdale,South,Black,69.2
Tennessee,Lincoln,South,Black,69.2
Tennessee,McMinn,South,Black,67.8
Tennessee,Madison,South,Black,69.8
Tennessee,Marshall,South,Black,69.3
Tennessee,Maury,South,Black,71.4
Tennessee,Montgomery,South,Black,70.6
Tennessee,Obion,South,Black,68.5
Tennessee,Putnam,South,Black,70.0
Tennessee,Robertson,South,Black,66.5
Tennessee,Rutherford,South,Black,73.0
Tennessee,Shelby,South,Black,68.3
Tennessee,Sullivan,South,Black,65.3
Tennessee,Sumner,South,Black,73.2
Tennessee,Tipton,South,Black,69.7
Tennessee,Washington,South,Black,70.6
Tennessee,Weakley,South,Black,68.5
Tennessee,Williamson,South,Black,76.0
Tennessee,Wilson,South,Black,72.0
Texas,Anderson,South,Black,70.8
Texas,Angelina,South,Black,67.6
Texas,Austin,South,Black,66.2
Texas,Bastrop,South,Black,73.5
Texas,Bee,South,Black,76.8
Texas,Bell,South,Black,72.6
Texas,Bexar,South,Black,73.4
Texas,Bowie,South,Black,68.6
Texas,Brazoria,South,Black,76.1
Texas,Brazos,South,Black,72.7
Texas,Burleson,South,Black,69.1
Texas,Caldwell,South,Black,72.0
Texas,Cameron,South,Black,78.4
Texas,Camp,South,Black,66.7
Texas,Cass,South,Black,65.8
Texas,Chambers,South,Black,73.8
Texas,Cherokee,South,Black,69.7
Texas,Collin,South,Black,79.1
Texas,Colorado,South,Black,67.3
Texas,Comal,South,Black,80.4
Texas,Coryell,South,Black,76.3
Texas,Dallas,South,Black,72.1
Texas,Denton,South,Black,78.6
Texas,Ector,South,Black,67.1
Texas,Ellis,South,Black,73.8
Texas,El Paso,South,Black,75.5
Texas,Falls,South,Black,71.2
Texas,Fannin,South,Black,73.8
Texas,Fort Bend,South,Black,77.6
Texas,Freestone,South,Black,67.9
Texas,Galveston,South,Black,70.8
Texas,Grayson,South,Black,70.9
Texas,Gregg,South,Black,66.9
Texas,Grimes,South,Black,69.8
Texas,Guadalupe,South,Black,76.5
Texas,Hardin,South,Black,72.6
Texas,Harris,South,Black,72.1
Texas,Harrison,South,Black,71.1
Texas,Hays,South,Black,76.7
Texas,Henderson,South,Black,69.0
Texas,Hidalgo,South,Black,81.7
Texas,Hill,South,Black,67.8
Texas,Hopkins,South,Black,70.5
Texas,Houston,South,Black,69.3
Texas,Howard,South,Black,70.4
Texas,Hunt,South,Black,69.9
Texas,Jasper,South,Black,66.9
Texas,Jefferson,South,Black,69.5
Texas,Johnson,South,Black,76.2
Texas,Jones,South,Black,76.7
Texas,Kaufman,South,Black,72.5
Texas,Lamar,South,Black,67.5
Texas,Lee,South,Black,69.2
Texas,Liberty,South,Black,69.8
Texas,Limestone,South,Black,67.8
Texas,Lubbock,South,Black,67.1
Texas,McLennan,South,Black,70.1
Texas,Madison,South,Black,68.3
Texas,Marion,South,Black,68.1
Texas,Matagorda,South,Black,67.5
Texas,Midland,South,Black,70.1
Texas,Milam,South,Black,65.9
Texas,Montgomery,South,Black,74.7
Texas,Morris,South,Black,71.0
Texas,Nacogdoches,South,Black,67.9
Texas,Navarro,South,Black,68.6
Texas,Newton,South,Black,68.1
Texas,Nueces,South,Black,70.6
Texas,Orange,South,Black,66.6
Texas,Panola,South,Black,65.7
Texas,Parker,South,Black,77.4
Texas,Polk,South,Black,67.0
Texas,Potter,South,Black,65.9
Texas,Randall,South,Black,77.0
Texas,Red River,South,Black,63.5
Texas,Robertson,South,Black,69.9
Texas,Rockwall,South,Black,74.7
Texas,Rusk,South,Black,71.3
Texas,San Augustine,South,Black,67.1
Texas,San Jacinto,South,Black,71.8
Texas,Shelby,South,Black,66.3
Texas,Smith,South,Black,71.7
Texas,Tarrant,South,Black,73.5
Texas,Taylor,South,Black,69.9
Texas,Titus,South,Black,66.3
Texas,Tom Green,South,Black,67.2
Texas,Travis,South,Black,75.3
Texas,Tyler,South,Black,66.3
Texas,Upshur,South,Black,72.8
Texas,Van Zandt,South,Black,74.9
Texas,Victoria,South,Black,68.1
Texas,Walker,South,Black,73.5
Texas,Waller,South,Black,71.8
Texas,Washington,South,Black,69.2
Texas,Wharton,South,Black,67.8
Texas,Wichita,South,Black,70.3
Texas,Williamson,South,Black,77.7
Texas,Wood,South,Black,70.4
Utah,Davis,West,Black,77.6
Utah,Salt Lake,West,Black,75.0
Utah,Utah,West,Black,76.5
Utah,Weber,West,Black,66.9
Vermont,Chittenden,Northeast,Black,75.0
Virginia,Accomack,South,Black,68.9
Virginia,Albemarle,South,Black,75.9
Virginia,Amelia,South,Black,71.5
Virginia,Amherst,South,Black,75.6
Virginia,Appomattox,South,Black,76.6
Virginia,Arlington,South,Black,77.2
Virginia,Augusta,South,Black,79.4
Virginia,Bedford,South,Black,75.1
Virginia,Brunswick,South,Black,69.9
Virginia,Buckingham,South,Black,74.9
Virginia,Campbell,South,Black,73.6
Virginia,Caroline,South,Black,75.2
Virginia,Charles City,South,Black,74.0
Virginia,Charlotte,South,Black,66.6
Virginia,Chesterfield,South,Black,75.2
Virginia,Culpeper,South,Black,73.2
Virginia,Cumberland,South,Black,75.9
Virginia,Dinwiddie,South,Black,73.4
Virginia,Essex,South,Black,69.9
Virginia,Fairfax,South,Black,82.4
Virginia,Fauquier,South,Black,74.0
Virginia,Fluvanna,South,Black,77.0
Virginia,Franklin,South,Black,73.2
Virginia,Frederick,South,Black,80.5
Virginia,Gloucester,South,Black,69.3
Virginia,Goochland,South,Black,73.9
Virginia,Greensville,South,Black,70.0
Virginia,Halifax,South,Black,69.8
Virginia,Hanover,South,Black,74.4
Virginia,Henrico,South,Black,74.2
Virginia,Henry,South,Black,70.4
Virginia,Isle of Wight,South,Black,71.3
Virginia,James City,South,Black,77.0
Virginia,King George,South,Black,74.7
Virginia,King William,South,Black,70.6
Virginia,Lancaster,South,Black,70.3
Virginia,Loudoun,South,Black,80.8
Virginia,Louisa,South,Black,73.0
Virginia,Lunenburg,South,Black,71.8
Virginia,Mecklenburg,South,Black,68.8
Virginia,Montgomery,South,Black,74.1
Virginia,New Kent,South,Black,76.6
Virginia,Northampton,South,Black,68.6
Virginia,Northumberland,South,Black,72.4
Virginia,Nottoway,South,Black,70.6
Virginia,Orange,South,Black,71.1
Virginia,Pittsylvania,South,Black,74.3
Virginia,Powhatan,South,Black,74.2
Virginia,Prince Edward,South,Black,71.2
Virginia,Prince George,South,Black,79.3
Virginia,Prince William,South,Black,78.2
Virginia,Pulaski,South,Black,70.4
Virginia,Richmond,South,Black,75.5
Virginia,Roanoke,South,Black,75.0
Virginia,Rockingham,South,Black,75.0
Virginia,Southampton,South,Black,74.8
Virginia,Spotsylvania,South,Black,77.5
Virginia,Stafford,South,Black,77.7
Virginia,Surry,South,Black,73.5
Virginia,Sussex,South,Black,71.8
Virginia,Warren,South,Black,75.0
Virginia,Westmoreland,South,Black,73.5
Virginia,Wise,South,Black,70.3
Virginia,York,South,Black,77.6
Virginia,Alexandria City,South,Black,77.2
Virginia,Charlottesville City,South,Black,71.4
Virginia,Chesapeake City,South,Black,75.2
Virginia,Colonial Heights City,South,Black,68.8
Virginia,Danville City,South,Black,67.5
Virginia,Franklin City,South,Black,62.9
Virginia,Fredericksburg City,South,Black,71.4
Virginia,Hampton City,South,Black,73.6
Virginia,Harrisonburg City,South,Black,74.2
Virginia,Hopewell City,South,Black,66.6
Virginia,Lynchburg City,South,Black,69.0
Virginia,Manassas City,South,Black,72.5
Virginia,Manassas Park City,South,Black,114.4
Virginia,Martinsville City,South,Black,64.9
Virginia,Newport News City,South,Black,71.0
Virginia,Norfolk City,South,Black,69.0
Virginia,Petersburg City,South,Black,64.6
Virginia,Portsmouth City,South,Black,68.2
Virginia,Richmond City,South,Black,68.0
Virginia,Roanoke City,South,Black,68.0
Virginia,Salem City,South,Black,66.2
Virginia,Staunton City,South,Black,74.0
Virginia,Suffolk City,South,Black,72.8
Virginia,Virginia Beach City,South,Black,75.5
Virginia,Waynesboro City,South,Black,70.6
Virginia,Williamsburg City,South,Black,68.3
Virginia,Winchester City,South,Black,70.1
Washington,Benton,West,Black,75.1
Washington,Clark,West,Black,75.6
Washington,Franklin,West,Black,77.5
Washington,Island,West,Black,75.6
Washington,King,West,Black,74.8
Washington,Kitsap,West,Black,76.8
Washington,Pierce,West,Black,72.8
Washington,Snohomish,West,Black,78.9
Washington,Spokane,West,Black,71.6
Washington,Thurston,West,Black,77.4
Washington,Whatcom,West,Black,75.2
Washington,Yakima,West,Black,67.7
West Virginia,Berkeley,South,Black,70.9
West Virginia,Cabell,South,Black,62.6
West Virginia,Jefferson,South,Black,72.5
West Virginia,Kanawha,South,Black,65.6
West Virginia,Marion,South,Black,65.1
West Virginia,Mercer,South,Black,65.6
West Virginia,Monongalia,South,Black,75.2
West Virginia,Raleigh,South,Black,67.5
Wisconsin,Brown,Midwest,Black,68.9
Wisconsin,Dane,Midwest,Black,69.8
Wisconsin,Dodge,Midwest,Black,76.3
Wisconsin,Kenosha,Midwest,Black,69.4
Wisconsin,La Crosse,Midwest,Black,70.9
Wisconsin,Milwaukee,Midwest,Black,67.2
Wisconsin,Outagamie,Midwest,Black,69.7
Wisconsin,Ozaukee,Midwest,Black,78.8
Wisconsin,Racine,Midwest,Black,67.2
Wisconsin,Rock,Midwest,Black,67.4
Wisconsin,Sheboygan,Midwest,Black,66.7
Wisconsin,Washington,Midwest,Black,75.0
Wisconsin,Waukesha,Midwest,Black,74.5
Wisconsin,Winnebago,Midwest,Black,71.3
Wyoming,Laramie,West,Black,66.5
Alabama,Autauga,South,White,75.3
Alabama,Baldwin,South,White,76.7
Alabama,Barbour,South,White,74.2
Alabama,Bibb,South,White,72.8
Alabama,Blount,South,White,72.2
Alabama,Bullock,South,White,77.3
Alabama,Butler,South,White,73.2
Alabama,Calhoun,South,White,70.4
Alabama,Chambers,South,White,72.2
Alabama,Chilton,South,White,72.4
Alabama,Choctaw,South,White,74.7
Alabama,Clarke,South,White,72.1
Alabama,Clay,South,White,71.8
Alabama,Coffee,South,White,74.7
Alabama,Colbert,South,White,73.6
Alabama,Conecuh,South,White,69.4
Alabama,Coosa,South,White,73.1
Alabama,Covington,South,White,71.1
Alabama,Crenshaw,South,White,70.9
Alabama,Dale,South,White,72.7
Alabama,Dallas,South,White,71.7
Alabama,DeKalb,South,White,71.4
Alabama,Elmore,South,White,75.0
Alabama,Escambia,South,White,70.2
Alabama,Etowah,South,White,70.4
Alabama,Fayette,South,White,70.5
Alabama,Franklin,South,White,70.9
Alabama,Geneva,South,White,70.7
Alabama,Hale,South,White,73.1
Alabama,Henry,South,White,75.9
Alabama,Houston,South,White,74.7
Alabama,Jackson,South,White,70.4
Alabama,Jefferson,South,White,74.7
Alabama,Lauderdale,South,White,75.1
Alabama,Lawrence,South,White,70.2
Alabama,Lee,South,White,78.0
Alabama,Limestone,South,White,75.4
Alabama,Lowndes,South,White,70.7
Alabama,Macon,South,White,75.1
Alabama,Madison,South,White,76.7
Alabama,Marengo,South,White,73.9
Alabama,Marshall,South,White,71.3
Alabama,Mobile,South,White,73.6
Alabama,Monroe,South,White,72.2
Alabama,Montgomery,South,White,75.5
Alabama,Morgan,South,White,72.9
Alabama,Perry,South,White,74.6
Alabama,Pickens,South,White,72.9
Alabama,Pike,South,White,73.0
Alabama,Randolph,South,White,73.2
Alabama,Russell,South,White,69.6
Alabama,St. Clair,South,White,72.6
Alabama,Shelby,South,White,79.3
Alabama,Sumter,South,White,77.5
Alabama,Talladega,South,White,70.8
Alabama,Tallapoosa,South,White,73.1
Alabama,Tuscaloosa,South,White,75.8
Alabama,Walker,South,White,67.5
Alabama,Washington,South,White,73.2
Alabama,Wilcox,South,White,73.1
Alaska,Anchorage,West,White,78.8
Alaska,Fairbanks North Star,West,White,78.9
Alaska,Juneau,West,White,82.0
Alaska,Kenai Peninsula,West,White,78.7
Alaska,Ketchikan Gateway,West,White,78.0
Alaska,Kodiak Island,West,White,79.1
Alaska,Matanuska-Susitna,West,White,76.6
Alaska,Prince of Wales-Hyder,West,White,75.0
Arizona,Apache,West,White,71.2
Arizona,Cochise,West,White,75.8
Arizona,Coconino,West,White,81.0
Arizona,Gila,West,White,71.5
Arizona,Graham,West,White,75.2
Arizona,Greenlee,West,White,74.7
Arizona,La Paz,West,White,66.4
Arizona,Maricopa,West,White,78.4
Arizona,Mohave,West,White,72.5
Arizona,Navajo,West,White,73.6
Arizona,Pima,West,White,77.2
Arizona,Pinal,West,White,79.3
Arizona,Santa Cruz,West,White,80.5
Arizona,Yavapai,West,White,76.1
Arizona,Yuma,West,White,77.1
Arkansas,Arkansas,South,White,69.6
Arkansas,Ashley,South,White,71.4
Arkansas,Benton,South,White,77.3
Arkansas,Bradley,South,White,72.7
Arkansas,Carroll,South,White,74.2
Arkansas,Chicot,South,White,73.0
Arkansas,Clark,South,White,72.9
Arkansas,Columbia,South,White,73.8
Arkansas,Conway,South,White,72.5
Arkansas,Craighead,South,White,74.9
Arkansas,Crawford,South,White,72.3
Arkansas,Crittenden,South,White,71.8
Arkansas,Cross,South,White,70.7
Arkansas,Dallas,South,White,73.0
Arkansas,Desha,South,White,70.8
Arkansas,Drew,South,White,73.3
Arkansas,Faulkner,South,White,75.9
Arkansas,Garland,South,White,72.3
Arkansas,Hempstead,South,White,73.0
Arkansas,Hot Spring,South,White,71.9
Arkansas,Howard,South,White,71.9
Arkansas,Independence,South,White,73.3
Arkansas,Jackson,South,White,70.5
Arkansas,Jefferson,South,White,71.3
Arkansas,Johnson,South,White,72.0
Arkansas,Lafayette,South,White,71.7
Arkansas,Lee,South,White,68.9
Arkansas,Lincoln,South,White,71.7
Arkansas,Little River,South,White,72.3
Arkansas,Lonoke,South,White,73.8
Arkansas,Miller,South,White,71.9
Arkansas,Mississippi,South,White,69.2
Arkansas,Monroe,South,White,70.5
Arkansas,Nevada,South,White,72.2
Arkansas,Ouachita,South,White,72.0
Arkansas,Phillips,South,White,69.6
Arkansas,Poinsett,South,White,68.7
Arkansas,Pope,South,White,74.5
Arkansas,Pulaski,South,White,75.3
Arkansas,St. Francis,South,White,72.6
Arkansas,Saline,South,White,75.2
Arkansas,Sebastian,South,White,72.0
Arkansas,Sevier,South,White,70.3
Arkansas,Union,South,White,72.0
Arkansas,Washington,South,White,76.6
Arkansas,White,South,White,72.4
Arkansas,Yell,South,White,73.1
California,Alameda,West,White,81.3
California,Amador,West,White,77.8
California,Butte,West,White,75.2
California,Calaveras,West,White,78.1
California,Colusa,West,White,76.7
California,Contra Costa,West,White,81.0
California,Del Norte,West,White,73.2
California,El Dorado,West,White,80.1
California,Fresno,West,White,76.0
California,Glenn,West,White,73.3
California,Humboldt,West,White,76.1
California,Imperial,West,White,72.9
California,Inyo,West,White,77.7
California,Kern,West,White,72.4
California,Kings,West,White,75.8
California,Lake,West,White,73.7
California,Lassen,West,White,73.0
California,Los Angeles,West,White,79.4
California,Madera,West,White,75.6
California,Marin,West,White,84.4
California,Mariposa,West,White,77.5
California,Mendocino,West,White,76.4
California,Merced,West,White,74.1
California,Mono,West,White,93.5
California,Monterey,West,White,80.8
California,Napa,West,White,80.4
California,Nevada,West,White,79.5
California,Orange,West,White,80.4
California,Placer,West,White,80.7
California,Plumas,West,White,77.1
California,Riverside,West,White,76.9
California,Sacramento,West,White,77.5
California,San Benito,West,White,79.6
California,San Bernardino,West,White,74.0
California,San Diego,West,White,80.1
California,San Francisco,West,White,82.6
California,San Joaquin,West,White,75.3
California,San Luis Obispo,West,White,80.2
California,San Mateo,West,White,83.1
California,Santa Barbara,West,White,80.8
California,Santa Clara,West,White,82.0
California,Santa Cruz,West,White,81.8
California,Shasta,West,White,74.3
California,Siskiyou,West,White,73.0
California,Solano,West,White,77.9
California,Sonoma,West,White,80.3
California,Stanislaus,West,White,73.7
California,Sutter,West,White,74.4
California,Tehama,West,White,73.3
California,Tulare,West,White,73.9
California,Tuolumne,West,White,76.0
California,Ventura,West,White,80.1
California,Yolo,West,White,79.1
California,Yuba,West,White,73.8
Colorado,Adams,West,White,76.9
Colorado,Alamosa,West,White,75.2
Colorado,Arapahoe,West,White,79.7
Colorado,Archuleta,West,White,80.4
Colorado,Bent,West,White,74.1
Colorado,Boulder,West,White,82.3
Colorado,Broomfield,West,White,82.1
Colorado,Chaffee,West,White,80.7
Colorado,Conejos,West,White,74.1
Colorado,Crowley,West,White,68.0
Colorado,Delta,West,White,75.3
Colorado,Denver,West,White,79.3
Colorado,Douglas,West,White,82.3
Colorado,Eagle,West,White,90.6
Colorado,Elbert,West,White,80.3
Colorado,El Paso,West,White,76.8
Colorado,Fremont,West,White,74.7
Colorado,Garfield,West,White,79.8
Colorado,Gunnison,West,White,83.0
Colorado,Huerfano,West,White,73.5
Colorado,Jefferson,West,White,79.5
Colorado,Lake,West,White,81.0
Colorado,La Plata,West,White,81.5
Colorado,Larimer,West,White,80.6
Colorado,Las Animas,West,White,75.3
Colorado,Logan,West,White,73.5
Colorado,Mesa,West,White,76.7
Colorado,Moffat,West,White,73.8
Colorado,Montezuma,West,White,77.6
Colorado,Montrose,West,White,77.5
Colorado,Morgan,West,White,74.9
Colorado,Otero,West,White,73.2
Colorado,Prowers,West,White,73.7
Colorado,Pueblo,West,White,73.8
Colorado,Rio Grande,West,White,73.7
Colorado,Routt,West,White,83.2
Colorado,Saguache,West,White,77.8
Colorado,Summit,West,White,92.5
Colorado,Teller,West,White,78.2
Colorado,Weld,West,White,79.1
Colorado,Yuma,West,White,78.1
Connecticut,Fairfield,Northeast,White,81.6
Connecticut,Hartford,Northeast,White,79.0
Connecticut,Litchfield,Northeast,White,78.8
Connecticut,Middlesex,Northeast,White,80.4
Connecticut,New Haven,Northeast,White,78.7
Connecticut,New London,Northeast,White,77.9
Connecticut,Tolland,Northeast,White,79.8
Connecticut,Windham,Northeast,White,77.2
Delaware,Kent,South,White,74.7
Delaware,New Castle,South,White,77.2
Delaware,Sussex,South,White,77.3
District of Columbia,District of Columbia,South,White,87.6
Florida,Alachua,South,White,78.4
Florida,Baker,South,White,73.0
Florida,Bay,South,White,74.0
Florida,Bradford,South,White,73.3
Florida,Brevard,South,White,75.6
Florida,Broward,South,White,77.8
Florida,Calhoun,South,White,71.7
Florida,Charlotte,South,White,77.9
Florida,Citrus,South,White,72.1
Florida,Clay,South,White,74.6
Florida,Collier,South,White,83.4
Florida,Columbia,South,White,72.4
Florida,DeSoto,South,White,75.0
Florida,Duval,South,White,74.2
Florida,Escambia,South,White,73.1
Florida,Flagler,South,White,77.3
Florida,Gadsden,South,White,75.0
Florida,Glades,South,White,79.9
Florida,Gulf,South,White,74.0
Florida,Hamilton,South,White,71.7
Florida,Hardee,South,White,73.2
Florida,Hendry,South,White,73.2
Florida,Hernando,South,White,73.3
Florida,Highlands,South,White,74.1
Florida,Hillsborough,South,White,77.2
Florida,Indian River,South,White,78.2
Florida,Jackson,South,White,71.3
Florida,Jefferson,South,White,76.3
Florida,Lake,South,White,76.7
Florida,Lee,South,White,80.0
Florida,Leon,South,White,77.7
Florida,Levy,South,White,73.6
Florida,Madison,South,White,72.4
Florida,Manatee,South,White,80.1
Florida,Marion,South,White,73.2
Florida,Martin,South,White,80.4
Florida,Miami-Dade,South,White,78.2
Florida,Monroe,South,White,79.4
Florida,Nassau,South,White,76.3
Florida,Okaloosa,South,White,75.7
Florida,Okeechobee,South,White,71.8
Florida,Orange,South,White,78.4
Florida,Osceola,South,White,75.6
Florida,Palm Beach,South,White,80.6
Florida,Pasco,South,White,75.0
Florida,Pinellas,South,White,77.5
Florida,Polk,South,White,75.5
Florida,Putnam,South,White,70.5
Florida,St. Johns,South,White,80.8
Florida,St. Lucie,South,White,77.5
Florida,Santa Rosa,South,White,75.7
Florida,Sarasota,South,White,80.0
Florida,Seminole,South,White,78.5
Florida,Sumter,South,White,77.2
Florida,Suwannee,South,White,72.0
Florida,Taylor,South,White,72.1
Florida,Union,South,White,68.2
Florida,Volusia,South,White,74.1
Florida,Wakulla,South,White,73.8
Florida,Walton,South,White,76.5
Florida,Washington,South,White,72.3
Georgia,Appling,South,White,71.4
Georgia,Atkinson,South,White,67.4
Georgia,Bacon,South,White,69.2
Georgia,Baldwin,South,White,72.8
Georgia,Barrow,South,White,74.2
Georgia,Bartow,South,White,73.5
Georgia,Ben Hill,South,White,70.2
Georgia,Berrien,South,White,70.8
Georgia,Bibb,South,White,72.5
Georgia,Bleckley,South,White,73.0
Georgia,Brooks,South,White,75.3
Georgia,Bryan,South,White,74.2
Georgia,Bulloch,South,White,76.0
Georgia,Burke,South,White,73.9
Georgia,Butts,South,White,71.4
Georgia,Calhoun,South,White,73.4
Georgia,Camden,South,White,76.2
Georgia,Candler,South,White,67.1
Georgia,Carroll,South,White,72.9
Georgia,Catoosa,South,White,74.8
Georgia,Charlton,South,White,71.3
Georgia,Chatham,South,White,76.8
Georgia,Chattooga,South,White,70.1
Georgia,Cherokee,South,White,79.2
Georgia,Clarke,South,White,78.3
Georgia,Clayton,South,White,67.9
Georgia,Clinch,South,White,72.0
Georgia,Cobb,South,White,79.3
Georgia,Coffee,South,White,71.4
Georgia,Colquitt,South,White,71.6
Georgia,Columbia,South,White,77.7
Georgia,Cook,South,White,72.1
Georgia,Coweta,South,White,76.6
Georgia,Crawford,South,White,69.7
Georgia,Crisp,South,White,72.5
Georgia,Decatur,South,White,71.9
Georgia,DeKalb,South,White,81.3
Georgia,Dodge,South,White,72.0
Georgia,Dooly,South,White,74.4
Georgia,Dougherty,South,White,70.2
Georgia,Douglas,South,White,73.9
Georgia,Early,South,White,71.3
Georgia,Effingham,South,White,74.5
Georgia,Elbert,South,White,71.3
