State,County,Region,Life Expectancy,Years of Potential Life Lost Rate,% Children in Poverty,% Food Insecure,% Some College,% Fair or Poor Health,% Unemployed,% Uninsured
Michigan,Newaygo,Midwest,76.6,8616.0,18.0,16.0,54.0,18.0,4.3,7.0
Michigan,Oakland,Midwest,79.1,6101.0,10.0,11.0,82.0,12.0,2.9,5.0
Michigan,Oceana,Midwest,76.9,8787.0,21.0,16.0,51.0,18.0,5.7,7.0
Michigan,Ogemaw,Midwest,73.6,11752.0,23.0,19.0,57.0,18.0,6.6,7.0
Michigan,Ontonagon,Midwest,73.1,13371.0,24.0,17.0,56.0,18.0,7.0,7.0
Michigan,Osceola,Midwest,76.9,7959.0,22.0,17.0,54.0,18.0,4.8,7.0
Michigan,Oscoda,Midwest,72.8,12362.0,28.0,18.0,59.0,19.0,7.6,10.0
Michigan,Otsego,Midwest,75.5,9434.0,15.0,15.0,68.0,19.0,4.8,7.0
Michigan,Ottawa,Midwest,80.1,5206.0,8.0,11.0,74.0,13.0,3.0,5.0
Michigan,Presque Isle,Midwest,77.6,7916.0,19.0,17.0,71.0,18.0,7.7,6.0
Michigan,Roscommon,Midwest,73.2,12762.0,27.0,20.0,65.0,17.0,7.2,7.0
Michigan,Saginaw,Midwest,74.5,10742.0,23.0,17.0,63.0,21.0,5.2,6.0
Michigan,St. Clair,Midwest,75.0,9609.0,14.0,14.0,64.0,16.0,3.8,5.0
Michigan,St. Joseph,Midwest,74.9,10116.0,14.0,15.0,49.0,21.0,4.4,8.0
Michigan,Sanilac,Midwest,75.3,9591.0,20.0,17.0,55.0,20.0,4.8,7.0
Michigan,Schoolcraft,Midwest,76.4,8566.0,22.0,19.0,68.0,21.0,7.3,7.0
Michigan,Shiawassee,Midwest,76.0,8145.0,17.0,15.0,66.0,16.0,4.3,6.0
Michigan,Tuscola,Midwest,75.3,9016.0,20.0,16.0,56.0,19.0,5.0,6.0
Michigan,Van Buren,Midwest,75.5,9267.0,18.0,15.0,57.0,20.0,4.7,7.0
Michigan,Washtenaw,Midwest,80.5,5792.0,14.0,13.0,86.0,13.0,3.3,4.0
Michigan,Wayne,Midwest,72.9,12684.0,29.0,15.0,62.0,20.0,4.4,6.0
Michigan,Wexford,Midwest,74.9,10389.0,19.0,16.0,56.0,18.0,4.8,7.0
Minnesota,Aitkin,Midwest,77.9,8648.0,16.0,13.0,63.0,16.0,4.8,7.0
Minnesota,Anoka,Midwest,79.9,6214.0,8.0,7.0,72.0,12.0,2.8,5.0
Minnesota,Becker,Midwest,77.9,7442.0,15.0,11.0,69.0,14.0,3.0,7.0
Minnesota,Beltrami,Midwest,74.1,12759.0,20.0,13.0,69.0,17.0,3.5,8.0
Minnesota,Benton,Midwest,77.3,6370.0,14.0,10.0,71.0,13.0,3.6,5.0
Minnesota,Big Stone,Midwest,77.5,8304.0,15.0,11.0,71.0,16.0,3.4,6.0
Minnesota,Blue Earth,Midwest,79.7,5843.0,11.0,11.0,74.0,18.0,2.3,5.0
Minnesota,Brown,Midwest,80.2,4833.0,7.0,9.0,70.0,16.0,2.9,5.0
Minnesota,Carlton,Midwest,76.3,7923.0,8.0,12.0,69.0,14.0,3.7,5.0
Minnesota,Carver,Midwest,82.3,3990.0,4.0,6.0,84.0,11.0,2.4,3.0
Minnesota,Cass,Midwest,74.6,12951.0,21.0,12.0,66.0,16.0,4.4,8.0
Minnesota,Chippewa,Midwest,76.6,8322.0,20.0,11.0,64.0,14.0,2.8,7.0
Minnesota,Chisago,Midwest,79.4,5872.0,6.0,8.0,65.0,13.0,3.3,5.0
Minnesota,Clay,Midwest,78.0,7319.0,13.0,11.0,79.0,14.0,2.1,5.0
Minnesota,Clearwater,Midwest,75.9,9847.0,18.0,13.0,55.0,16.0,6.0,9.0
Minnesota,Cook,Midwest,83.0,,16.0,10.0,74.0,12.0,3.6,7.0
Minnesota,Cottonwood,Midwest,78.3,6976.0,14.0,11.0,61.0,17.0,4.6,7.0
Minnesota,Crow Wing,Midwest,78.7,7321.0,11.0,11.0,71.0,14.0,3.4,6.0
Minnesota,Dakota,Midwest,80.9,5146.0,6.0,7.0,78.0,12.0,2.6,4.0
Minnesota,Dodge,Midwest,81.2,5217.0,8.0,7.0,73.0,12.0,2.8,4.0
Minnesota,Douglas,Midwest,79.4,6113.0,9.0,9.0,76.0,15.0,2.6,5.0
Minnesota,Faribault,Midwest,78.5,7137.0,13.0,11.0,65.0,14.0,3.1,7.0
Minnesota,Fillmore,Midwest,79.6,6032.0,12.0,9.0,71.0,15.0,2.8,8.0
Minnesota,Freeborn,Midwest,78.1,7899.0,13.0,10.0,60.0,18.0,2.7,8.0
Minnesota,Goodhue,Midwest,78.7,6296.0,7.0,9.0,68.0,13.0,2.6,5.0
Minnesota,Grant,Midwest,77.0,9076.0,12.0,10.0,71.0,16.0,3.2,6.0
Minnesota,Hennepin,Midwest,79.5,6600.0,11.0,9.0,82.0,13.0,2.6,5.0
Minnesota,Houston,Midwest,79.6,6148.0,7.0,8.0,78.0,15.0,2.5,4.0
Minnesota,Hubbard,Midwest,80.1,6268.0,14.0,11.0,67.0,14.0,4.3,8.0
Minnesota,Isanti,Midwest,78.5,6605.0,8.0,10.0,62.0,14.0,3.8,6.0
Minnesota,Itasca,Midwest,76.5,9838.0,16.0,12.0,68.0,14.0,4.6,6.0
Minnesota,Jackson,Midwest,79.7,7473.0,10.0,10.0,72.0,13.0,2.9,6.0
Minnesota,Kanabec,Midwest,77.4,7424.0,13.0,11.0,59.0,16.0,5.0,7.0
Minnesota,Kandiyohi,Midwest,79.8,6132.0,15.0,10.0,67.0,15.0,2.9,6.0
Minnesota,Kittson,Midwest,75.8,,12.0,10.0,79.0,15.0,3.0,5.0
Minnesota,Koochiching,Midwest,76.9,8809.0,15.0,12.0,72.0,16.0,4.3,6.0
Minnesota,Lac qui Parle,Midwest,79.4,6964.0,10.0,10.0,73.0,15.0,2.8,5.0
Minnesota,Lake,Midwest,79.6,4750.0,11.0,11.0,73.0,14.0,3.9,6.0
Minnesota,Lake of the Woods,Midwest,78.9,,15.0,10.0,70.0,15.0,3.5,5.0
Minnesota,Le Sueur,Midwest,79.8,6478.0,7.0,9.0,67.0,17.0,3.9,5.0
Minnesota,Lincoln,Midwest,79.9,6358.0,9.0,10.0,75.0,16.0,3.0,6.0
Minnesota,Lyon,Midwest,79.1,6490.0,11.0,11.0,78.0,14.0,2.5,5.0
Minnesota,McLeod,Midwest,79.0,5843.0,9.0,9.0,66.0,14.0,3.2,5.0
Minnesota,Mahnomen,Midwest,68.5,19800.0,27.0,16.0,55.0,25.0,4.7,8.0
Minnesota,Marshall,Midwest,81.4,5947.0,10.0,9.0,63.0,15.0,4.2,7.0
Minnesota,Martin,Midwest,79.2,6227.0,15.0,12.0,66.0,15.0,2.8,6.0
Minnesota,Meeker,Midwest,79.8,5812.0,8.0,9.0,66.0,14.0,3.1,6.0
Minnesota,Mille Lacs,Midwest,73.9,11137.0,13.0,12.0,59.0,17.0,5.1,7.0
Minnesota,Morrison,Midwest,78.3,7367.0,11.0,11.0,64.0,14.0,4.4,5.0
Minnesota,Mower,Midwest,78.8,6955.0,17.0,10.0,56.0,17.0,2.6,7.0
Minnesota,Murray,Midwest,82.9,5092.0,11.0,9.0,69.0,16.0,3.9,7.0
Minnesota,Nicollet,Midwest,80.9,5160.0,8.0,10.0,75.0,14.0,2.2,5.0
Minnesota,Nobles,Midwest,79.8,6329.0,13.0,11.0,48.0,20.0,2.7,11.0
Minnesota,Norman,Midwest,77.5,7593.0,14.0,10.0,63.0,15.0,3.5,7.0
Minnesota,Olmsted,Midwest,81.0,5665.0,9.0,8.0,79.0,12.0,2.1,4.0
Minnesota,Otter Tail,Midwest,78.9,6919.0,12.0,10.0,71.0,17.0,3.3,7.0
Minnesota,Pennington,Midwest,78.3,7574.0,11.0,11.0,71.0,13.0,3.3,3.0
Minnesota,Pine,Midwest,76.9,8534.0,14.0,12.0,54.0,15.0,4.9,7.0
Minnesota,Pipestone,Midwest,77.3,7687.0,12.0,11.0,65.0,15.0,2.8,7.0
Minnesota,Polk,Midwest,76.9,7266.0,12.0,11.0,74.0,14.0,2.9,6.0
Minnesota,Pope,Midwest,78.1,8689.0,9.0,10.0,76.0,15.0,2.8,4.0
Minnesota,Ramsey,Midwest,77.6,7827.0,15.0,11.0,75.0,17.0,2.7,7.0
Minnesota,Red Lake,Midwest,81.1,,11.0,10.0,73.0,16.0,3.9,5.0
Minnesota,Redwood,Midwest,79.1,6747.0,14.0,10.0,66.0,15.0,2.9,7.0
Minnesota,Renville,Midwest,77.8,7904.0,13.0,10.0,63.0,17.0,3.7,8.0
Minnesota,Rice,Midwest,79.9,5294.0,11.0,9.0,60.0,14.0,2.6,6.0
Minnesota,Rock,Midwest,78.1,6748.0,10.0,9.0,72.0,15.0,1.8,5.0
Minnesota,Roseau,Midwest,77.0,8531.0,10.0,10.0,63.0,13.0,2.8,5.0
Minnesota,St. Louis,Midwest,76.8,8681.0,12.0,12.0,77.0,15.0,3.2,6.0
Minnesota,Scott,Midwest,81.1,4774.0,6.0,6.0,79.0,14.0,2.5,4.0
Minnesota,Sherburne,Midwest,79.4,4934.0,6.0,7.0,71.0,13.0,3.2,5.0
Minnesota,Sibley,Midwest,80.4,6589.0,10.0,10.0,66.0,15.0,3.3,6.0
Minnesota,Stearns,Midwest,80.0,6211.0,12.0,10.0,71.0,16.0,2.8,5.0
Minnesota,Steele,Midwest,80.0,6151.0,10.0,9.0,69.0,13.0,3.0,5.0
Minnesota,Stevens,Midwest,82.9,3965.0,8.0,10.0,74.0,15.0,2.4,5.0
Minnesota,Swift,Midwest,79.0,7978.0,13.0,11.0,68.0,16.0,3.1,9.0
Minnesota,Todd,Midwest,80.9,7078.0,14.0,11.0,48.0,17.0,3.6,8.0
Minnesota,Traverse,Midwest,76.3,,18.0,10.0,62.0,15.0,3.0,6.0
Minnesota,Wabasha,Midwest,80.8,6282.0,8.0,9.0,70.0,13.0,2.7,5.0
Minnesota,Wadena,Midwest,77.1,6254.0,15.0,12.0,66.0,17.0,4.7,6.0
Minnesota,Waseca,Midwest,79.3,5508.0,10.0,9.0,64.0,14.0,3.9,6.0
Minnesota,Washington,Midwest,81.3,4820.0,5.0,7.0,82.0,9.0,2.4,4.0
Minnesota,Watonwan,Midwest,79.0,6012.0,12.0,11.0,59.0,18.0,2.9,10.0
Minnesota,Wilkin,Midwest,75.6,9030.0,11.0,11.0,70.0,15.0,2.5,4.0
Minnesota,Winona,Midwest,80.2,5475.0,11.0,10.0,72.0,15.0,2.3,6.0
Minnesota,Wright,Midwest,80.0,5106.0,5.0,7.0,76.0,13.0,2.9,4.0
Minnesota,Yellow Medicine,Midwest,78.7,8670.0,11.0,10.0,63.0,15.0,3.0,7.0
Mississippi,Adams,South,71.0,14568.0,32.0,20.0,52.0,27.0,4.4,15.0
Mississippi,Alcorn,South,72.1,12635.0,23.0,21.0,51.0,22.0,3.0,14.0
Mississippi,Amite,South,72.1,15674.0,29.0,22.0,52.0,27.0,4.0,15.0
Mississippi,Attala,South,71.0,13490.0,28.0,19.0,57.0,25.0,3.6,14.0
Mississippi,Benton,South,70.7,15037.0,30.0,19.0,65.0,23.0,3.7,18.0
Mississippi,Bolivar,South,67.0,19769.0,45.0,21.0,64.0,25.0,3.6,14.0
Mississippi,Calhoun,South,70.5,15132.0,26.0,20.0,56.0,28.0,3.4,17.0
Mississippi,Carroll,South,72.0,15020.0,24.0,20.0,56.0,29.0,3.9,15.0
Mississippi,Chickasaw,South,71.0,14343.0,26.0,21.0,52.0,28.0,4.2,14.0
Mississippi,Choctaw,South,73.8,11827.0,27.0,20.0,64.0,22.0,2.7,13.0
Mississippi,Claiborne,South,68.6,18809.0,42.0,19.0,53.0,28.0,7.3,12.0
Mississippi,Clarke,South,71.6,14176.0,27.0,20.0,67.0,23.0,3.6,13.0
Mississippi,Clay,South,72.5,12574.0,31.0,16.0,57.0,28.0,3.3,12.0
Mississippi,Coahoma,South,65.3,22826.0,43.0,22.0,58.0,33.0,4.9,14.0
Mississippi,Copiah,South,70.7,15985.0,31.0,18.0,62.0,24.0,3.5,13.0
Mississippi,Covington,South,68.9,15927.0,30.0,19.0,65.0,24.0,2.7,13.0
Mississippi,DeSoto,South,73.9,10785.0,12.0,13.0,67.0,19.0,2.8,11.0
Mississippi,Forrest,South,71.4,13611.0,21.0,20.0,69.0,22.0,3.0,12.0
Mississippi,Franklin,South,71.5,13144.0,25.0,22.0,63.0,25.0,4.3,14.0
Mississippi,George,South,70.4,13728.0,19.0,22.0,55.0,22.0,3.9,14.0
Mississippi,Greene,South,74.7,9854.0,25.0,21.0,41.0,22.0,4.1,12.0
Mississippi,Grenada,South,69.2,16291.0,29.0,19.0,65.0,28.0,3.5,14.0
Mississippi,Hancock,South,74.3,11583.0,20.0,18.0,57.0,22.0,3.3,12.0
Mississippi,Harrison,South,73.0,11925.0,20.0,19.0,64.0,21.0,2.9,14.0
Mississippi,Hinds,South,70.8,16086.0,30.0,16.0,68.0,27.0,3.1,13.0
Mississippi,Holmes,South,65.7,22286.0,46.0,25.0,50.0,34.0,5.7,14.0
Mississippi,Humphreys,South,66.6,21431.0,47.0,23.0,51.0,36.0,6.6,15.0
Mississippi,Itawamba,South,72.9,10759.0,17.0,16.0,60.0,22.0,2.9,13.0
Mississippi,Jackson,South,73.5,11607.0,18.0,19.0,70.0,19.0,3.3,13.0
Mississippi,Jasper,South,69.6,16605.0,28.0,17.0,55.0,25.0,3.7,12.0
Mississippi,Jefferson,South,71.9,16287.0,40.0,23.0,40.0,31.0,11.9,15.0
Mississippi,Jefferson Davis,South,70.9,17892.0,38.0,18.0,62.0,26.0,4.0,14.0
Mississippi,Jones,South,71.5,13749.0,25.0,19.0,55.0,21.0,3.2,13.0
Mississippi,Kemper,South,75.7,10438.0,36.0,19.0,63.0,24.0,4.6,13.0
Mississippi,Lafayette,South,76.0,8273.0,15.0,16.0,75.0,19.0,2.5,14.0
Mississippi,Lamar,South,77.2,8657.0,15.0,17.0,66.0,19.0,2.5,13.0
Mississippi,Lauderdale,South,71.3,14389.0,33.0,20.0,62.0,25.0,3.2,13.0
Mississippi,Lawrence,South,70.3,14242.0,26.0,21.0,48.0,27.0,3.8,13.0
Mississippi,Leake,South,71.2,14204.0,30.0,20.0,50.0,27.0,3.2,16.0
Mississippi,Lee,South,72.1,12357.0,18.0,16.0,67.0,22.0,2.8,13.0
Mississippi,Leflore,South,65.6,21369.0,39.0,21.0,60.0,35.0,4.9,12.0
Mississippi,Lincoln,South,71.7,13025.0,24.0,19.0,61.0,23.0,3.1,14.0
Mississippi,Lowndes,South,72.5,13170.0,27.0,17.0,62.0,21.0,3.3,11.0
Mississippi,Madison,South,75.5,8220.0,13.0,13.0,76.0,16.0,2.5,10.0
Mississippi,Marion,South,68.9,17140.0,27.0,20.0,49.0,26.0,3.2,14.0
Mississippi,Marshall,South,69.7,16967.0,31.0,18.0,52.0,26.0,3.6,14.0
Mississippi,Monroe,South,71.8,13062.0,24.0,17.0,48.0,24.0,3.8,14.0
Mississippi,Montgomery,South,68.8,17472.0,33.0,20.0,56.0,30.0,3.5,16.0
Mississippi,Neshoba,South,66.5,20815.0,28.0,22.0,54.0,28.0,3.5,15.0
Mississippi,Newton,South,69.9,15917.0,24.0,20.0,61.0,26.0,3.6,13.0
Mississippi,Noxubee,South,71.3,13965.0,37.0,19.0,43.0,29.0,4.7,16.0
Mississippi,Oktibbeha,South,75.2,9967.0,25.0,18.0,75.0,23.0,3.3,13.0
Mississippi,Panola,South,70.5,14531.0,36.0,18.0,53.0,28.0,3.9,14.0
Mississippi,Pearl River,South,70.7,14930.0,23.0,19.0,60.0,21.0,3.0,15.0
Mississippi,Perry,South,70.4,15413.0,28.0,23.0,48.0,27.0,3.8,13.0
Mississippi,Pike,South,69.7,15463.0,34.0,22.0,55.0,29.0,4.0,15.0
Mississippi,Pontotoc,South,72.7,11381.0,19.0,19.0,60.0,21.0,2.7,15.0
Mississippi,Prentiss,South,72.0,13055.0,24.0,19.0,61.0,23.0,2.8,13.0
Mississippi,Quitman,South,66.9,18894.0,46.0,21.0,56.0,32.0,4.8,15.0
Mississippi,Rankin,South,76.9,8369.0,11.0,14.0,71.0,19.0,2.3,11.0
Mississippi,Scott,South,70.7,14974.0,28.0,19.0,50.0,28.0,2.6,15.0
Mississippi,Sharkey,South,66.7,21606.0,52.0,21.0,27.0,35.0,6.2,14.0
Mississippi,Simpson,South,70.6,15238.0,28.0,18.0,57.0,24.0,3.0,14.0
Mississippi,Smith,South,72.8,13495.0,24.0,18.0,49.0,25.0,2.8,14.0
Mississippi,Stone,South,71.5,13553.0,22.0,21.0,55.0,23.0,3.4,15.0
Mississippi,Sunflower,South,67.2,18895.0,40.0,20.0,48.0,30.0,4.6,13.0
Mississippi,Tallahatchie,South,71.0,13696.0,40.0,19.0,53.0,29.0,3.3,14.0
Mississippi,Tate,South,70.8,14233.0,20.0,17.0,62.0,23.0,3.3,13.0
Mississippi,Tippah,South,71.5,13004.0,26.0,20.0,57.0,24.0,2.8,17.0
Mississippi,Tishomingo,South,69.7,14574.0,18.0,21.0,60.0,21.0,3.2,17.0
Mississippi,Tunica,South,66.6,21013.0,42.0,19.0,38.0,34.0,3.5,12.0
Mississippi,Union,South,73.4,11353.0,20.0,17.0,51.0,21.0,2.3,13.0
Mississippi,Walthall,South,70.2,16710.0,31.0,19.0,56.0,25.0,4.1,16.0
Mississippi,Warren,South,70.9,14893.0,32.0,17.0,63.0,22.0,3.4,12.0
Mississippi,Washington,South,66.9,20282.0,47.0,22.0,49.0,27.0,4.9,14.0
Mississippi,Wayne,South,70.9,15308.0,31.0,19.0,55.0,25.0,3.6,16.0
Mississippi,Webster,South,69.0,16006.0,23.0,19.0,60.0,22.0,3.1,14.0
Mississippi,Wilkinson,South,68.6,18459.0,37.0,19.0,46.0,29.0,5.5,13.0
Mississippi,Winston,South,72.3,13717.0,42.0,21.0,51.0,27.0,3.4,14.0
Mississippi,Yalobusha,South,69.7,16349.0,28.0,19.0,42.0,26.0,3.5,12.0
Mississippi,Yazoo,South,70.3,14590.0,34.0,22.0,36.0,30.0,3.4,13.0
Missouri,Adair,Midwest,75.9,8934.0,17.0,16.0,63.0,21.0,3.6,11.0
Missouri,Andrew,Midwest,78.5,6538.0,10.0,12.0,62.0,17.0,2.6,9.0
Missouri,Atchison,Midwest,73.9,11027.0,15.0,15.0,53.0,19.0,2.7,13.0
Missouri,Audrain,Midwest,73.9,10223.0,19.0,17.0,52.0,24.0,3.3,14.0
Missouri,Barry,Midwest,74.5,10328.0,20.0,17.0,44.0,22.0,3.5,14.0
Missouri,Barton,Midwest,75.4,9572.0,22.0,20.0,54.0,24.0,3.0,14.0
